genres,overview,title
9,bad boys marcus burnett hen pecked family man   mike lowry foot loose fancy free ladies man   miami policemen 72 hours reclaim consignment drugs stolen station nose   complicate matters order assistance sole witness murder pretend,Bad Boys
7,amazing panda adventure far home lush bamboo forests china year old ryan tyler help young girl goes wonderful journey rescue baby panda taken poachers,The Amazing Panda Adventure
3,amazing panda adventure far home lush bamboo forests china year old ryan tyler help young girl goes wonderful journey rescue baby panda taken poachers,The Amazing Panda Adventure
6,amazing panda adventure far home lush bamboo forests china year old ryan tyler help young girl goes wonderful journey rescue baby panda taken poachers,The Amazing Panda Adventure
2,amazing panda adventure far home lush bamboo forests china year old ryan tyler help young girl goes wonderful journey rescue baby panda taken poachers,The Amazing Panda Adventure
6,basketball diaries film adaptation street tough jim carroll epistle kaleidoscopic free fall harrowing world drug addiction,The Basketball Diaries
8,basketball diaries film adaptation street tough jim carroll epistle kaleidoscopic free fall harrowing world drug addiction,The Basketball Diaries
5,awfully big adventure awfully big adventure 1995 drama film theatre company liverpool set 1947 based 1989 novel beryl bainbridge,An Awfully Big Adventure
6,awfully big adventure awfully big adventure 1995 drama film theatre company liverpool set 1947 based 1989 novel beryl bainbridge,An Awfully Big Adventure
1,awfully big adventure awfully big adventure 1995 drama film theatre company liverpool set 1947 based 1989 novel beryl bainbridge,An Awfully Big Adventure
8,amateur man wakes alley bleeding memory   stumbles coffee shop befriended charitable ex nun failing attempts write marketable pornography,Amateur
1,amateur man wakes alley bleeding memory   stumbles coffee shop befriended charitable ex nun failing attempts write marketable pornography,Amateur
6,amateur man wakes alley bleeding memory   stumbles coffee shop befriended charitable ex nun failing attempts write marketable pornography,Amateur
9,amateur man wakes alley bleeding memory   stumbles coffee shop befriended charitable ex nun failing attempts write marketable pornography,Amateur
6,"apollo 13 true story technical troubles scuttle apollo 13 lunar mission 1971 risking lives astronaut jim lovell crew failed journey turning thrilling saga heroism   drifting 200,0 miles earth astronauts work furiously ground crew avert tragedy",Apollo 13
3,rob roy highlands scotland 1700s rob roy tries lead small town better future borrowing money local nobility buy cattle herd market   money stolen rob forced robin hood lifestyle defend family honour,Rob Roy
6,addiction vampiric doctoral student tries follow philosophy nocturnal comrade control thirst blood,The Addiction
10,addiction vampiric doctoral student tries follow philosophy nocturnal comrade control thirst blood,The Addiction
7,batman forever dark knight gotham city confronts dastardly duo face riddler   district attorney harvey dent face believes batman caused courtroom accident left disfigured   edward nygma computer genius employee millionaire bruce wayne philanthropist riddler   circus acrobat dick grayson family killed face wayne ward batman new partner robin,Batman Forever
8,batman forever dark knight gotham city confronts dastardly duo face riddler   district attorney harvey dent face believes batman caused courtroom accident left disfigured   edward nygma computer genius employee millionaire bruce wayne philanthropist riddler   circus acrobat dick grayson family killed face wayne ward batman new partner robin,Batman Forever
4,batman forever dark knight gotham city confronts dastardly duo face riddler   district attorney harvey dent face believes batman caused courtroom accident left disfigured   edward nygma computer genius employee millionaire bruce wayne philanthropist riddler   circus acrobat dick grayson family killed face wayne ward batman new partner robin,Batman Forever
6,belle de jour beautiful young housewife séverine serizy reconcile masochistic fantasies everyday life alongside dutiful husband pierre   lovestruck friend henri mentions secretive high class brothel run madame anais séverine begins work day belle de jour   clients grows possessive try normal life,Belle de Jour
5,belle de jour beautiful young housewife séverine serizy reconcile masochistic fantasies everyday life alongside dutiful husband pierre   lovestruck friend henri mentions secretive high class brothel run madame anais séverine begins work day belle de jour   clients grows possessive try normal life,Belle de Jour
6,rangoon patricia arquette stars american widow laura bowman young doctor unwittingly drawn political turmoil vacationing burma late 1980s fictionalized drama based actual events   bowman initially left san francisco sister attempt escape painful memories husband son violent deaths   fight escape thailand prove harrowing,Beyond Rangoon
9,rangoon patricia arquette stars american widow laura bowman young doctor unwittingly drawn political turmoil vacationing burma late 1980s fictionalized drama based actual events   bowman initially left san francisco sister attempt escape painful memories husband son violent deaths   fight escape thailand prove harrowing,Beyond Rangoon
1,blue face auggie runs small tobacco shop brooklyn new york   neighborhood comes visit buy cigarettes small talk   movie lou reed tries explain cut health insurance bill keeps smoking madonna acts singing telegram,Blue in the Face
7,canadian bacon canadian bacon fictitious film director michael moore   comedy american president decides war bring public opinion election time   canadian bacon actor john candy film,Canadian Bacon
1,canadian bacon canadian bacon fictitious film director michael moore   comedy american president decides war bring public opinion election time   canadian bacon actor john candy film,Canadian Bacon
4,casper furious late father willed gloomy looking mansion millions carrigan crittenden ready burn place ground discovers map treasure hidden house   enters rickety mansion seek claim frightened away wicked wave ghosts   determined hands hidden fortune hires afterlife therapist dr   james harvey exorcise ghosts mansion   harvey daughter kat soon kat meets casper ghost young boy   friendliest ghost know    friendly casper uncles   stretch fatso stinkie   determined drive   fleshies   away,Casper
1,casper furious late father willed gloomy looking mansion millions carrigan crittenden ready burn place ground discovers map treasure hidden house   enters rickety mansion seek claim frightened away wicked wave ghosts   determined hands hidden fortune hires afterlife therapist dr   james harvey exorcise ghosts mansion   harvey daughter kat soon kat meets casper ghost young boy   friendliest ghost know    friendly casper uncles   stretch fatso stinkie   determined drive   fleshies   away,Casper
2,casper furious late father willed gloomy looking mansion millions carrigan crittenden ready burn place ground discovers map treasure hidden house   enters rickety mansion seek claim frightened away wicked wave ghosts   determined hands hidden fortune hires afterlife therapist dr   james harvey exorcise ghosts mansion   harvey daughter kat soon kat meets casper ghost young boy   friendliest ghost know    friendly casper uncles   stretch fatso stinkie   determined drive   fleshies   away,Casper
13,clockers strike young city drug pusher tutelage drug lord rodney little night man fast food restaurant found bullets body strike older brother turns killer   det   rocco klein buy story sets find truth fingers point strike rodney,Clockers
8,clockers strike young city drug pusher tutelage drug lord rodney little night man fast food restaurant found bullets body strike older brother turns killer   det   rocco klein buy story sets find truth fingers point strike rodney,Clockers
6,clockers strike young city drug pusher tutelage drug lord rodney little night man fast food restaurant found bullets body strike older brother turns killer   det   rocco klein buy story sets find truth fingers point strike rodney,Clockers
7,congo people embark expedition congo mysterious expanse unexplored africa human greed laws nature gone berserk   thrill seekers     ulterior motives     stumble race killer apes,Congo
3,congo people embark expedition congo mysterious expanse unexplored africa human greed laws nature gone berserk   thrill seekers     ulterior motives     stumble race killer apes,Congo
6,congo people embark expedition congo mysterious expanse unexplored africa human greed laws nature gone berserk   thrill seekers     ulterior motives     stumble race killer apes,Congo
13,congo people embark expedition congo mysterious expanse unexplored africa human greed laws nature gone berserk   thrill seekers     ulterior motives     stumble race killer apes,Congo
12,congo people embark expedition congo mysterious expanse unexplored africa human greed laws nature gone berserk   thrill seekers     ulterior motives     stumble race killer apes,Congo
9,congo people embark expedition congo mysterious expanse unexplored africa human greed laws nature gone berserk   thrill seekers     ulterior motives     stumble race killer apes,Congo
7,crimson tide nuclear missile sub young officer stages mutiny prevent trigger happy captain launching missiles confirming orders,Crimson Tide
9,crimson tide nuclear missile sub young officer stages mutiny prevent trigger happy captain launching missiles confirming orders,Crimson Tide
6,crimson tide nuclear missile sub young officer stages mutiny prevent trigger happy captain launching missiles confirming orders,Crimson Tide
17,crumb movie chronicles life times r   crumb   robert crumb cartoonist artist drew truckin fritz cat played major pioneering role genesis underground comix   interviews mother brothers wife ex girlfriends selections vast quantity graphic art treated darkly comic ride man subconscious mind,Crumb
9,desperado gunslinger embroiled war local drug runner,Desperado
7,desperado gunslinger embroiled war local drug runner,Desperado
8,desperado gunslinger embroiled war local drug runner,Desperado
6,devil blue dress late 1940s los angeles easy rawlins unemployed black world war ii veteran job prospects   bar easy meets dewitt albright mysterious white man looking investigate disappearance missing white woman named daphne monet suspects hiding city black jazz clubs   strapped money facing house payments easy takes job soon finds head,Devil in a Blue Dress
13,devil blue dress late 1940s los angeles easy rawlins unemployed black world war ii veteran job prospects   bar easy meets dewitt albright mysterious white man looking investigate disappearance missing white woman named daphne monet suspects hiding city black jazz clubs   strapped money facing house payments easy takes job soon finds head,Devil in a Blue Dress
9,devil blue dress late 1940s los angeles easy rawlins unemployed black world war ii veteran job prospects   bar easy meets dewitt albright mysterious white man looking investigate disappearance missing white woman named daphne monet suspects hiding city black jazz clubs   strapped money facing house payments easy takes job soon finds head,Devil in a Blue Dress
7,die hard vengeance new york detective john mcclane kicking bad guy butt installment action packed series finds teaming civilian zeus carver prevent loss innocent lives   mcclane thought seen genius named simon engages mcclane new   partner      beloved city     deadly game demands concentration,Die Hard: With a Vengeance
9,die hard vengeance new york detective john mcclane kicking bad guy butt installment action packed series finds teaming civilian zeus carver prevent loss innocent lives   mcclane thought seen genius named simon engages mcclane new   partner      beloved city     deadly game demands concentration,Die Hard: With a Vengeance
7,doom generation jordan white amy blue troubled teens pick adolescent drifter xavier red   threesome embark sex violence filled journey america psychos quickiemarts,The Doom Generation
1,doom generation jordan white amy blue troubled teens pick adolescent drifter xavier red   threesome embark sex violence filled journey america psychos quickiemarts,The Doom Generation
8,doom generation jordan white amy blue troubled teens pick adolescent drifter xavier red   threesome embark sex violence filled journey america psychos quickiemarts,The Doom Generation
6,doom generation jordan white amy blue troubled teens pick adolescent drifter xavier red   threesome embark sex violence filled journey america psychos quickiemarts,The Doom Generation
6,feast july abandoned young woman late 19th century england taken rural couple handsome sons tragic consequences result,Feast of July
8,feast july abandoned young woman late 19th century england taken rural couple handsome sons tragic consequences result,Feast of July
7,knight timeless tale king arthur legend camelot retold passionate period drama   arthur reluctant hand crown lancelot guinevere torn loyalty husband growing love rival   lancelot balance loyalty throne rewards true love,First Knight
3,knight timeless tale king arthur legend camelot retold passionate period drama   arthur reluctant hand crown lancelot guinevere torn loyalty husband growing love rival   lancelot balance loyalty throne rewards true love,First Knight
6,knight timeless tale king arthur legend camelot retold passionate period drama   arthur reluctant hand crown lancelot guinevere torn loyalty husband growing love rival   lancelot balance loyalty throne rewards true love,First Knight
5,knight timeless tale king arthur legend camelot retold passionate period drama   arthur reluctant hand crown lancelot guinevere torn loyalty husband growing love rival   lancelot balance loyalty throne rewards true love,First Knight
3,free willy 2    adventure home jesse reunited willy years whale jump freedom teenager tries rescue killer whale orcas oil spill,Free Willy 2 - The Adventure Home
7,hackers new friends teenager arrested secret service banned computer writing computer virus discovers plot nefarious hacker use computer skills find evidence pursued secret service evil computer genius virus,Hackers
8,hackers new friends teenager arrested secret service banned computer writing computer virus discovers plot nefarious hacker use computer skills find evidence pursued secret service evil computer genius virus,Hackers
9,hackers new friends teenager arrested secret service banned computer writing computer virus discovers plot nefarious hacker use computer skills find evidence pursued secret service evil computer genius virus,Hackers
6,hackers new friends teenager arrested secret service banned computer writing computer virus discovers plot nefarious hacker use computer skills find evidence pursued secret service evil computer genius virus,Hackers
1,jeffrey jeffery young gay man new york decides sex decided celibate   immediately meets man dreams decide love worth danger boyfriend dying,Jeffrey
6,jeffrey jeffery young gay man new york decides sex decided celibate   immediately meets man dreams decide love worth danger boyfriend dying,Jeffrey
5,jeffrey jeffery young gay man new york decides sex decided celibate   immediately meets man dreams decide love worth danger boyfriend dying,Jeffrey
3,johnny mnemonic data courier literally carrying data package inside head deliver dies burden killed yakuza   dystopian 2021 johnny data trafficker implant allows securely store data sensitive regular computer networks   delivery run accepts package exceeds implant safety limits    kill data removed time    contains information far important valuable imagined   race time avoid assassins sent kill remove data ends life,Johnny Mnemonic
7,johnny mnemonic data courier literally carrying data package inside head deliver dies burden killed yakuza   dystopian 2021 johnny data trafficker implant allows securely store data sensitive regular computer networks   delivery run accepts package exceeds implant safety limits    kill data removed time    contains information far important valuable imagined   race time avoid assassins sent kill remove data ends life,Johnny Mnemonic
6,johnny mnemonic data courier literally carrying data package inside head deliver dies burden killed yakuza   dystopian 2021 johnny data trafficker implant allows securely store data sensitive regular computer networks   delivery run accepts package exceeds implant safety limits    kill data removed time    contains information far important valuable imagined   race time avoid assassins sent kill remove data ends life,Johnny Mnemonic
12,johnny mnemonic data courier literally carrying data package inside head deliver dies burden killed yakuza   dystopian 2021 johnny data trafficker implant allows securely store data sensitive regular computer networks   delivery run accepts package exceeds implant safety limits    kill data removed time    contains information far important valuable imagined   race time avoid assassins sent kill remove data ends life,Johnny Mnemonic
9,johnny mnemonic data courier literally carrying data package inside head deliver dies burden killed yakuza   dystopian 2021 johnny data trafficker implant allows securely store data sensitive regular computer networks   delivery run accepts package exceeds implant safety limits    kill data removed time    contains information far important valuable imagined   race time avoid assassins sent kill remove data ends life,Johnny Mnemonic
12,judge dredd dystopian future dredd famous judge convicted crime commit murderous counterpart escapes,Judge Dredd
1,jury duty jobless tommy collins discovers sequestered jurors earn free room board $ 5 day gets assigned jury murder trial   prolong trial deliberations sequestration comfortable,Jury Duty
6,jury duty jobless tommy collins discovers sequestered jurors earn free room board $ 5 day gets assigned jury murder trial   prolong trial deliberations sequestration comfortable,Jury Duty
6,kids controversial portrayal teens new york city exposes deeply disturbing world sex substance abuse   film focuses sexually reckless freckle faced boy named telly goal sex different girls   jenny girl sex tests positive hiv knows contracted disease telly   jenny discovers telly idea   safe sex   sex virgins continuing pass disease unsuspecting girls jenny makes business try stop,Kids
8,kids controversial portrayal teens new york city exposes deeply disturbing world sex substance abuse   film focuses sexually reckless freckle faced boy named telly goal sex different girls   jenny girl sex tests positive hiv knows contracted disease telly   jenny discovers telly idea   safe sex   sex virgins continuing pass disease unsuspecting girls jenny makes business try stop,Kids
6,living oblivion film filmmaking   takes place day set non budget movie   ultimate tribute independent filmmakers,Living in Oblivion
1,living oblivion film filmmaking   takes place day set non budget movie   ultimate tribute independent filmmakers,Living in Oblivion
13,lord illusions routine case l ny private investigator harry d'amour stumbles members fanatic cult preparing resurrection leader nix powerful magician killed 13 years earlier,Lord of Illusions
10,lord illusions routine case l ny private investigator harry d'amour stumbles members fanatic cult preparing resurrection leader nix powerful magician killed 13 years earlier,Lord of Illusions
9,lord illusions routine case l ny private investigator harry d'amour stumbles members fanatic cult preparing resurrection leader nix powerful magician killed 13 years earlier,Lord of Illusions
1,love human remains dreary urban landscape anonymous canadian city   dark comedy group twentysomethings looking love meaning 90s   film focuses roommates david gay waiter given acting career candy book reviewer david ex lover   david candy lives entangled david friends candy dates,Love & Human Remains
6,love human remains dreary urban landscape anonymous canadian city   dark comedy group twentysomethings looking love meaning 90s   film focuses roommates david gay waiter given acting career candy book reviewer david ex lover   david candy lives entangled david friends candy dates,Love & Human Remains
6,mad love matt falls casey new girl school   fun loving eccentric darkness whimsy matt begin comprehend   casey attempts commit suicide parents place mental institution   matt springs young lovers head road trip   believe love   cure   casey problems   matt starts wonder inspired misguided,Mad Love
2,mad love matt falls casey new girl school   fun loving eccentric darkness whimsy matt begin comprehend   casey attempts commit suicide parents place mental institution   matt springs young lovers head road trip   believe love   cure   casey problems   matt starts wonder inspired misguided,Mad Love
5,mad love matt falls casey new girl school   fun loving eccentric darkness whimsy matt begin comprehend   casey attempts commit suicide parents place mental institution   matt springs young lovers head road trip   believe love   cure   casey problems   matt starts wonder inspired misguided,Mad Love
5,mallrats dumped girlfriends best friends seek refuge local mall,Mallrats
1,mallrats dumped girlfriends best friends seek refuge local mall,Mallrats
7,mighty morphin power rangers movie power incredible teens maneuver defeat evil mighty morphin power ranger time power rangers met match face sinister monster galaxy seen,Mighty Morphin Power Rangers: The Movie
3,mighty morphin power rangers movie power incredible teens maneuver defeat evil mighty morphin power ranger time power rangers met match face sinister monster galaxy seen,Mighty Morphin Power Rangers: The Movie
12,mighty morphin power rangers movie power incredible teens maneuver defeat evil mighty morphin power ranger time power rangers met match face sinister monster galaxy seen,Mighty Morphin Power Rangers: The Movie
2,mighty morphin power rangers movie power incredible teens maneuver defeat evil mighty morphin power ranger time power rangers met match face sinister monster galaxy seen,Mighty Morphin Power Rangers: The Movie
4,mighty morphin power rangers movie power incredible teens maneuver defeat evil mighty morphin power ranger time power rangers met match face sinister monster galaxy seen,Mighty Morphin Power Rangers: The Movie
1,moonlight valentino women discover untapped strength finally let divides,Moonlight and Valentino
6,moonlight valentino women discover untapped strength finally let divides,Moonlight and Valentino
5,moonlight valentino women discover untapped strength finally let divides,Moonlight and Valentino
9,mute witness billy mute kept successful makeup artist   russia working film directed sister boyfriend andy billy finds trapped studio night horrified snuff film   billy escapes help sister kate alerts authorities saw   unfortunately makes enemy russian mafia funded snuff film,Mute Witness
15,mute witness billy mute kept successful makeup artist   russia working film directed sister boyfriend andy billy finds trapped studio night horrified snuff film   billy escapes help sister kate alerts authorities saw   unfortunately makes enemy russian mafia funded snuff film,Mute Witness
10,nadja ultra hip post modern vampire tale set contemporary new york city   members dysfunctional family vampires trying come terms wake father death   hunted dr   van helsing hapless nephew   good vampire movies forces love pitted forces destruction,Nadja
9,nadja ultra hip post modern vampire tale set contemporary new york city   members dysfunctional family vampires trying come terms wake father death   hunted dr   van helsing hapless nephew   good vampire movies forces love pitted forces destruction,Nadja
8,net angela bennett freelance software engineer lives world computer technology   cyber friend asks bennett debug new game inadvertently involved conspiracy soon turn life upside   vacation mexico purse stolen   soon finds people events target assassination   vacation ruined   gets new passport u s   embassy mexico wrong ruth marx   returns u s   sort things discovers ruth marx unsavory past lengthy police record   matters worse person assumed real identity,The Net
6,net angela bennett freelance software engineer lives world computer technology   cyber friend asks bennett debug new game inadvertently involved conspiracy soon turn life upside   vacation mexico purse stolen   soon finds people events target assassination   vacation ruined   gets new passport u s   embassy mexico wrong ruth marx   returns u s   sort things discovers ruth marx unsavory past lengthy police record   matters worse person assumed real identity,The Net
13,net angela bennett freelance software engineer lives world computer technology   cyber friend asks bennett debug new game inadvertently involved conspiracy soon turn life upside   vacation mexico purse stolen   soon finds people events target assassination   vacation ruined   gets new passport u s   embassy mexico wrong ruth marx   returns u s   sort things discovers ruth marx unsavory past lengthy police record   matters worse person assumed real identity,The Net
9,net angela bennett freelance software engineer lives world computer technology   cyber friend asks bennett debug new game inadvertently involved conspiracy soon turn life upside   vacation mexico purse stolen   soon finds people events target assassination   vacation ruined   gets new passport u s   embassy mexico wrong ruth marx   returns u s   sort things discovers ruth marx unsavory past lengthy police record   matters worse person assumed real identity,The Net
7,net angela bennett freelance software engineer lives world computer technology   cyber friend asks bennett debug new game inadvertently involved conspiracy soon turn life upside   vacation mexico purse stolen   soon finds people events target assassination   vacation ruined   gets new passport u s   embassy mexico wrong ruth marx   returns u s   sort things discovers ruth marx unsavory past lengthy police record   matters worse person assumed real identity,The Net
1,months finds longtime girlfriend pregnant commitment phobe realizes change lifestyle better worse,Nine Months
1,party girl mary little income finds ways spend nights clubs   arrested throwing illegal rave asks aunt judy bail money   judy finds mary job library mary repay   initially mary finds job clerk boring stifling prefers know street food vendor likes   mary refocus life loses job apartment,Party Girl
4,prophecy angel gabriel comes earth collect soul end stalemated war heaven priest little girl stop,The Prophecy
10,prophecy angel gabriel comes earth collect soul end stalemated war heaven priest little girl stop,The Prophecy
9,prophecy angel gabriel comes earth collect soul end stalemated war heaven priest little girl stop,The Prophecy
4,reckless christmas eve relentlessly cheerful woman escapes killers hired husband embarks series strange encounters,Reckless
1,reckless christmas eve relentlessly cheerful woman escapes killers hired husband embarks series strange encounters,Reckless
6,reckless christmas eve relentlessly cheerful woman escapes killers hired husband embarks series strange encounters,Reckless
6,safe carol typical upper middle class housewife begins complain vague symptoms illness     feel right   unexplained headaches congestion dry cough nosebleeds vomiting trouble breathing   family doctor treats concerns dismissively suggests psychiatrist   eventually allergist tells environmental illness,Safe
6,scarlet letter set puritanical boston mid 1600s story seamstress hester prynne outcast pregnant respected reverend   refuses divulge father   convicted   adultery forced wear scarlet     indian attack unites puritans leads reevaluation laws morals,The Scarlet Letter
11,scarlet letter set puritanical boston mid 1600s story seamstress hester prynne outcast pregnant respected reverend   refuses divulge father   convicted   adultery forced wear scarlet     indian attack unites puritans leads reevaluation laws morals,The Scarlet Letter
5,scarlet letter set puritanical boston mid 1600s story seamstress hester prynne outcast pregnant respected reverend   refuses divulge father   convicted   adultery forced wear scarlet     indian attack unites puritans leads reevaluation laws morals,The Scarlet Letter
17,documentary culture hip hop   interviews hip hops biggest names film makers attempt find popular,The Show
6,showgirls young drifter named nomi arrives las vegas dancer soon sets clawing pushing way showgirl,Showgirls
1,smoke writer paul benjamin nearly hit bus leaves auggie wren smoke shop   stranger rashid cole saves life soon middle aged paul tells homeless rashid mind short term housemate   grieving wife murder paul moved rashid quest reconnect father auggie discovery woman daughter birth,Smoke
6,smoke writer paul benjamin nearly hit bus leaves auggie wren smoke shop   stranger rashid cole saves life soon middle aged paul tells homeless rashid mind short term housemate   grieving wife murder paul moved rashid quest reconnect father auggie discovery woman daughter birth,Smoke
1,talk best roles julia roberts grace reaction infidelities eddie turns lives loves people like falling dominoes   robert duvall gena rowlands kyra sedgwick   year best ensemble characters   co star juicy truthful story written callie khouri,Something to Talk About
12,species 1993 search extra terrestrial intelligence project receives transmission detailing alien dna structure instructions splice human dna   result sil sensual deadly creature change beautiful woman armour plated killing machine blink eye,Species
10,species 1993 search extra terrestrial intelligence project receives transmission detailing alien dna structure instructions splice human dna   result sil sensual deadly creature change beautiful woman armour plated killing machine blink eye,Species
7,species 1993 search extra terrestrial intelligence project receives transmission detailing alien dna structure instructions splice human dna   result sil sensual deadly creature change beautiful woman armour plated killing machine blink eye,Species
6,stars fell henrietta setting early america oil boom   elderly luck oil man mr   cox finds town henrietta   unconventional methods convinces local don day oil day land   financially strapped day puts finding oil cost,The Stars Fell on Henrietta
8,strange days set year 19 days old millennium movie tells story lenny nero ex cop deals data discs containing recorded memories emotions   day receives disc contains memories murderer killing prostitute   lenny investigates pulled deeper deeper whirl blackmail murder rape   survive solve case,Strange Days
6,strange days set year 19 days old millennium movie tells story lenny nero ex cop deals data discs containing recorded memories emotions   day receives disc contains memories murderer killing prostitute   lenny investigates pulled deeper deeper whirl blackmail murder rape   survive solve case,Strange Days
12,strange days set year 19 days old millennium movie tells story lenny nero ex cop deals data discs containing recorded memories emotions   day receives disc contains memories murderer killing prostitute   lenny investigates pulled deeper deeper whirl blackmail murder rape   survive solve case,Strange Days
9,strange days set year 19 days old millennium movie tells story lenny nero ex cop deals data discs containing recorded memories emotions   day receives disc contains memories murderer killing prostitute   lenny investigates pulled deeper deeper whirl blackmail murder rape   survive solve case,Strange Days
6,umbrellas cherbourg simple romantic tragedy begins 1957   guy foucher 20 year old french auto mechanic fallen love 17 year old geneviève emery employee widowed mother chic financially embattled umbrella shop   evening guy leave year tour combat algeria geneviève love   pregnant choose waiting guy return accepting offer marriage wealthy diamond merchant,The Umbrellas of Cherbourg
5,umbrellas cherbourg simple romantic tragedy begins 1957   guy foucher 20 year old french auto mechanic fallen love 17 year old geneviève emery employee widowed mother chic financially embattled umbrella shop   evening guy leave year tour combat algeria geneviève love   pregnant choose waiting guy return accepting offer marriage wealthy diamond merchant,The Umbrellas of Cherbourg
9,tie binds john netherwood wife leann fugitives wanted murder   young daughter named janie want,The Tie That Binds
6,wishes jane holman driving sons accidentally runs drifter jack mccloud breaks leg   responsible jane invites jack dog stay home leg healed   jack struggles adapt lifestyle finds loved family   starts teaching baseball tom misses father lost korean war   jack tom develop strong bond friendship   gunny believes jack betty jane meets eye   learn jack jack mccloud star white socks baseball player 1941 dropped league season   heard     wonderful story   witness magic boy imagination jack dog sure witnessing imagination magic dog   story friendship family learning life cut dried believe,Three Wishes
4,wishes jane holman driving sons accidentally runs drifter jack mccloud breaks leg   responsible jane invites jack dog stay home leg healed   jack struggles adapt lifestyle finds loved family   starts teaching baseball tom misses father lost korean war   jack tom develop strong bond friendship   gunny believes jack betty jane meets eye   learn jack jack mccloud star white socks baseball player 1941 dropped league season   heard     wonderful story   witness magic boy imagination jack dog sure witnessing imagination magic dog   story friendship family learning life cut dried believe,Three Wishes
6,total eclipse young wild poet arthur rimbaud mentor paul verlaine engage fierce forbidden romance feeling effects hellish artistic lifestyle,Total Eclipse
5,total eclipse young wild poet arthur rimbaud mentor paul verlaine engage fierce forbidden romance feeling effects hellish artistic lifestyle,Total Eclipse
1,wong foo thanks julie newmar new york drag queens way hollywood beauty pageant stranded small midwestern town entire weekend car breaks   waiting parts cadillac convertible flamboyant trio shows local homophobic rednecks appearing different mean humanity common,"To Wong Foo, Thanks for Everything! Julie Newmar"
7,siege 2 dark territory passenger train hijacked electronics expert turned untraceable command center weapons satellite   planned blow washington dc man stop navy seal casey ryback,Under Siege 2: Dark Territory
9,siege 2 dark territory passenger train hijacked electronics expert turned untraceable command center weapons satellite   planned blow washington dc man stop navy seal casey ryback,Under Siege 2: Dark Territory
1,unstrung heroes steven lidz unhappy home life mother got sick goes lives crazy uncles   changes gets closer uncles parents want home finally happy popular   written todd weiser,Unstrung Heroes
6,unstrung heroes steven lidz unhappy home life mother got sick goes lives crazy uncles   changes gets closer uncles parents want home finally happy popular   written todd weiser,Unstrung Heroes
2,unstrung heroes steven lidz unhappy home life mother got sick goes lives crazy uncles   changes gets closer uncles parents want home finally happy popular   written todd weiser,Unstrung Heroes
17,unzipped variety cinematographic techniques world high   profile fashion designer issac mizrahi portrayed driven excitement creativity despite concomitant chaos cacophony   mizrahi frenzied genius rollercoaster emotions paint humorous personal portrait brilliant designer   famous   supermodels actors actresses populate issac rarified world douglas keeve cameras capture stress turbulence beneath placid coolness glamour   written tad dibbern,Unzipped
6,walk clouds world war ii vet paul sutton falls pregnant unwed woman persuades     encounter     pose husband face family,A Walk in the Clouds
5,walk clouds world war ii vet paul sutton falls pregnant unwed woman persuades     encounter     pose husband face family,A Walk in the Clouds
3,waterworld futuristic world polar ice caps melted earth liquid planet beautiful barmaid rescues mutant seafarer floating island prison   escape young charge enola sail aboard ship   trio soon target menacing pirate covets map dryland tattooed enola,Waterworld
7,waterworld futuristic world polar ice caps melted earth liquid planet beautiful barmaid rescues mutant seafarer floating island prison   escape young charge enola sail aboard ship   trio soon target menacing pirate covets map dryland tattooed enola,Waterworld
6,white man burden story takes place alternative america blacks members social elite whites inhabitants inner city ghettos   louis pinnock white worker chocolate factory loving husband father children   delivering package black ceo thaddeus thomas mistaken voyeur result loses job gets beaten black cops family gets evicted home   desperate pinnock takes gun kidnaps thomas demanding justice,White Man's Burden
7,wild bill biopic famous gunslinger wild bill hickock   early career legendary lawman telescoped culminates relocation deadwood reunion calamity jane,Wild Bill
18,wild bill biopic famous gunslinger wild bill hickock   early career legendary lawman telescoped culminates relocation deadwood reunion calamity jane,Wild Bill
6,browning version andrew crocker harris embittered disliked teacher greek latin british prep school   nearly 20 years service forced retire pretext health given pension   boys regard hitler justification   wife laura unfaithful lives wound way   andrew come terms failed life regain self respect,The Browning Version
3,bushwhacked inept courier realises criminals deliver money   run criminals police poses scout leader leads scout group hike mountains,Bushwhacked
7,bushwhacked inept courier realises criminals deliver money   run criminals police poses scout leader leads scout group hike mountains,Bushwhacked
1,bushwhacked inept courier realises criminals deliver money   run criminals police poses scout leader leads scout group hike mountains,Bushwhacked
8,bushwhacked inept courier realises criminals deliver money   run criminals police poses scout leader leads scout group hike mountains,Bushwhacked
2,bushwhacked inept courier realises criminals deliver money   run criminals police poses scout leader leads scout group hike mountains,Bushwhacked
6,burnt sun russia 1936 revolutionary hero colonel kotov spending idyllic summer dacha young wife year old daughter nadia assorted family friends   things change dramatically unheralded arrival cousin dmitri moscow charms women little nadia games pianistic bravura   kotov fooled time stalin repression telephone calls middle night spelling doom    knows dmitri paying social,Burnt by the Sun
6,rain circularity violence seen story circles   macedonia war bosnia christians hunt ethnic albanian girl murdered   young monk taken vow silence offers protection   london photographic editor pregnant needs talk estranged husband chooses toney restaurant,Before the Rain
14,rain circularity violence seen story circles   macedonia war bosnia christians hunt ethnic albanian girl murdered   young monk taken vow silence offers protection   london photographic editor pregnant needs talk estranged husband chooses toney restaurant,Before the Rain
6,sunrise dialogue marathon film fairytale love story american boy french girl   day night vienna hearts collide,Before Sunrise
5,sunrise dialogue marathon film fairytale love story american boy french girl   day night vienna hearts collide,Before Sunrise
